candidate_id,material_id,formula,formation_energy,target_label,fail_low,fail_high,group_key,chemsys,nelements,center_metal,generator_free,structure_hash,cif_path,source_cif
1250945,mp-1250945,Mn2Be3(SiO4)3,-2.753286738543104,0,1,0,Be-Mn-O-Si,Be-Mn-O-Si,4,Mn,True,a42bed53482ad1aa0899918ddbba266a27342dcdd1af63b3d073fb544da60021,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\1250945.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\1250945.cif
1227517,mp-1227517,Ca2Pr2MnNiO8,-2.8669393608045963,0,1,0,Ca-Mn-Ni-O-Pr,Ca-Mn-Ni-O-Pr,5,Mn,True,b63284eb949236f1a53a7b4fbb2a6aae1815ab711d759dad7974bfd3c37471d5,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\1227517.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\1227517.cif
1042773,mp-1042773,MgMnAs2O7,-2.083152737311912,0,0,1,As-Mg-Mn-O,As-Mg-Mn-O,4,Mn,True,e248d05411caadb47c469f92d4300dd73a889ebb409b974de054498cd738a99e,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\1042773.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\1042773.cif
690564,mp-690564,La2Mn3PbO9,-2.573619525252873,1,0,0,La-Mn-O-Pb,La-Mn-O-Pb,4,Mn,True,47cc7a5671295405cbe527a9c67e0e760152332c70f2e17ec4f13b459afe93f0,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\690564.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\690564.cif
1517699,mp-1517699,BaNaCaMnO6,-2.032388149931035,0,0,1,Ba-Ca-Mn-Na-O,Ba-Ca-Mn-Na-O,5,Mn,True,069527638e3a8ee50874f30e0d5b401972ee5458881c2eca53c055757ffcc5d6,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\1517699.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\1517699.cif
757284,mp-757284,Mn3CrCo2(PO4)6,-2.288319643379173,0,0,1,Co-Cr-Mn-O-P,Co-Cr-Mn-O-P,5,Mn,True,2f1880ea994234727caa3baccb372325e767c51354fc48c47199d0c7441c1c40,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\757284.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\757284.cif
1076543,mp-1076543,Ca7MgTiMn7O24,-2.490973224346264,1,0,0,Ca-Mg-Mn-O-Ti,Ca-Mg-Mn-O-Ti,5,Mn,True,cda8552a315a2d5bc94295bcdacdec29a81b122037a347c9e2448affad1dd07c,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\1076543.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\1076543.cif
707875,mp-707875,Mn9Al2Si8(HO4)8,-2.5205931132437183,1,0,0,Al-H-Mn-O-Si,Al-H-Mn-O-Si,5,Mn,True,f60dfaf495a8d6bb92d925210f7e9ed1f10bddc431b4db76a7eb0308011910d9,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\707875.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\707875.cif
1523111,mp-1523111,BaMnInWO6,-2.191957331459769,0,0,1,Ba-In-Mn-O-W,Ba-In-Mn-O-W,5,Mn,True,1898294f9a4448bb533a366bb4f3fa699fed9e630f104c91c4f738c05accde01,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\1523111.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\1523111.cif
1202299,mp-1202299,Na2Mg5Mn11Si12(AsO25)2,-2.641641020731708,0,1,0,As-Mg-Mn-Na-O-Si,As-Mg-Mn-Na-O-Si,6,Mn,True,2b6951bb68482d754a1983543ccac043bd8589769d9ee6fd60e50a10e3a280dc,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\1202299.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\1202299.cif
1517753,mp-1517753,BaSmEuMnO6,-2.813087575793105,0,1,0,Ba-Eu-Mn-O-Sm,Ba-Eu-Mn-O-Sm,5,Mn,True,cc0be40709ec6e9a6152733145fbd00e676e409c06bad12292033f0356056c5f,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\1517753.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\1517753.cif
542292,mp-542292,Mn3AgAs3(HO6)2,-1.71578699168856,0,0,1,Ag-As-H-Mn-O,Ag-As-H-Mn-O,5,Mn,True,a8def0b6e4bc40b558f1452736253aa2012ec2699d1a6098b7b095ae9ac65cec,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\542292.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\542292.cif
1075988,mp-1075988,BaSr7Ti6Mn2O24,-3.272358260896551,0,1,0,Ba-Mn-O-Sr-Ti,Ba-Mn-O-Sr-Ti,5,Mn,True,7184bf85a329621ea0aa91d11170e1d0b9e90e5084d7ef88d68f3c8abf149d0b,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\1075988.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\1075988.cif
1247590,mp-1247590,SrCa7Mn8O21,-2.513514607998604,1,0,0,Ca-Mn-O-Sr,Ca-Mn-O-Sr,4,Mn,True,f324f166f5bc6935885f2fc8f35fb87355eac79b86ea850e460f856b9925aed8,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\1247590.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\1247590.cif
1194603,mp-1194603,MnBiO3,-1.807916171586207,0,0,1,Bi-Mn-O,Bi-Mn-O,3,Mn,True,7a9c0fe03b90454084b25a8be513f535ce3f036ac3da23672bc4fd936bf0a86e,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\1194603.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\1194603.cif
572800,mp-572800,Cs2MnV2(BrO3)2,-2.231622479403182,0,0,1,Br-Cs-Mn-O-V,Br-Cs-Mn-O-V,5,Mn,True,96eaad9c526c28cba27f5914116d5f8fa8c6abd2f5c582e80160df28e7a763f2,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\572800.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\572800.cif
704255,mp-704255,Mn2Fe3Sn2(CO)19,-0.6118027054636,0,0,1,C-Fe-Mn-O-Sn,C-Fe-Mn-O-Sn,5,Mn,True,074d7554bfcce91f893731d2ac7e5698559d2454bc70ece1430c6d5aae564cd4,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\704255.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\704255.cif
1182186,mp-1182186,BaYMn2O5,-2.780525510095785,0,1,0,Ba-Mn-O-Y,Ba-Mn-O-Y,4,Mn,True,05f7a458e8c379e35c6ff19fe3a0230765c17f686d86e86820d1a5650273ace5,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\1182186.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\1182186.cif
1046302,mp-1046302,CaMnO2,-2.490159828232759,1,0,0,Ca-Mn-O,Ca-Mn-O,3,Mn,True,252dce965d6e380855b941b2f6d633448cf3f7e901b2cb6dbc8137619339bea9,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\1046302.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\1046302.cif
1218911,mp-1218911,Sr10Mn(RuO5)4,-2.516372804798029,1,0,0,Mn-O-Ru-Sr,Mn-O-Ru-Sr,4,Mn,True,0224d7dd1cb6cfbe826af98230702a30862464f7fae9655ac103356c0e1e08a0,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\1218911.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\1218911.cif
726800,mp-726800,Mn4Si4SnB2(HO9)2,-2.61106588572766,0,1,0,B-H-Mn-O-Si-Sn,B-H-Mn-O-Si-Sn,6,Mn,True,6891fd8e1c37c27fdedc93f0845aa9c62a6cfac5dcf91fc5d1267195a5c91980,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\726800.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\726800.cif
1227234,mp-1227234,CaMn2Cu3(RuO6)2,-1.6214159822931031,0,0,1,Ca-Cu-Mn-O-Ru,Ca-Cu-Mn-O-Ru,5,Mn,True,7fb85f6685b452df39da8d8d81c8f7695866b64bd5a65432e39d979b8399b7d2,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\1227234.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\1227234.cif
1173545,mp-1173545,Rb2MnV2(ClO3)2,-2.279893759071617,0,0,1,Cl-Mn-O-Rb-V,Cl-Mn-O-Rb-V,5,Mn,True,b21f99f8aa70ba7c876ab810154a01c8e9a89e5f1eca8058ff9c30ef9e048745,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\1173545.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\1173545.cif
1049231,mp-1049231,LaMnZnCrO6,-2.396239134293103,0,0,1,Cr-La-Mn-O-Zn,Cr-La-Mn-O-Zn,5,Mn,True,fdd9f1448d8747f694fcf3e2d0ae41e2bcd7525b575cb6f85912eb8a2d2e9130,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\1049231.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\1049231.cif
1221941,mp-1221941,MnRe(CO)10,-0.9058151388832292,0,0,1,C-Mn-O-Re,C-Mn-O-Re,4,Mn,True,4b5e41798374b4b600f2c220898ed46003c10f05273a0f28f929952e3ee56815,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\1221941.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\1221941.cif
720103,mp-720103,Ba4La6Mn(Co3O10)3,-2.33893109595862,0,0,1,Ba-Co-La-Mn-O,Ba-Co-La-Mn-O,5,Mn,True,ffdff9f084a9bb085fc4fe13baba3b9130d8fd0d1d9dbfae80c5a93cb1c3965a,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\720103.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\720103.cif
775116,mp-775116,MnCr3(PO4)4,-2.525468930687604,1,0,0,Cr-Mn-O-P,Cr-Mn-O-P,4,Mn,True,4520a8b0382e19b4669e30c4b82ddc10bdcc2a2baa524066d8742052f3fe7260,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\775116.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\775116.cif
1214612,mp-1214612,Ba5MgMnV4(Cl3O7)2,-2.778008514933259,0,1,0,Ba-Cl-Mg-Mn-O-V,Ba-Cl-Mg-Mn-O-V,6,Mn,True,b744c8fa87955d344ea5be664b14b29b273166a2be072f67120eb3bb66a8de54,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\1214612.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\1214612.cif
684705,mp-684705,CaLaMnMoO6,-2.826177708793103,0,1,0,Ca-La-Mn-Mo-O,Ca-La-Mn-Mo-O,5,Mn,True,64fb2839235a81736a1f7545df6e44ad6ff062c5a99cc54195f0f4b278a869f1,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\684705.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\684705.cif
1233420,mp-1233420,CaMn6(OF2)4,-2.611577751978222,0,1,0,Ca-F-Mn-O,Ca-F-Mn-O,4,Mn,True,50dde0a00fa37eb4bce465ab38531dc8c2cbbb6abfdee24962390b0ac04dbdee,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\1233420.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\1233420.cif
1176460,mp-1176460,MnV3Co2(PO4)6,-2.424360743771894,0,0,1,Co-Mn-O-P-V,Co-Mn-O-P-V,5,Mn,True,71552d6de4fc3bb78e6e6c7a9f9e6405c6e9e7d00e87736822ecc6b6f9d87429,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\1176460.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\1176460.cif
753545,mp-753545,Li4Mn3Co2Te3O16,-1.752364640254514,0,0,1,Co-Li-Mn-O-Te,Co-Li-Mn-O-Te,5,Mn,True,a83bc889b7243251275c22bda9406fb2e3502048b1442f33736b15edbba593a9,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\753545.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\753545.cif
554477,mp-554477,Ba4NaMn2O9,-2.475676866806753,1,0,0,Ba-Mn-Na-O,Ba-Mn-Na-O,4,Mn,True,fd68e10feab6b91f5f65d6ca9515d02f053c7651c2d1f5b6ddaec6e3a94e685d,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\554477.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\554477.cif
780696,mp-780696,CaMnAs2(H3O5)2,-1.784158022271551,0,0,1,As-Ca-H-Mn-O,As-Ca-H-Mn-O,5,Mn,True,e64a7ff80e372a67b23bb0c34bbebd796794a8efcaa68c0bfe6c0f34775953d7,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\780696.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\780696.cif
1521256,mp-1521256,BaNdMnSnO6,-2.605427895043104,0,1,0,Ba-Mn-Nd-O-Sn,Ba-Mn-Nd-O-Sn,5,Mn,True,b5a96710503fb85a065b94d25d6b6a475f257906ea47e97f7031ea33d7ca7d71,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\1521256.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\1521256.cif
1228743,mp-1228743,Ba2MnCu(P2O7)2,-2.775747880522838,0,1,0,Ba-Cu-Mn-O-P,Ba-Cu-Mn-O-P,5,Mn,True,34e90937211ceaefc9146ef7ae79256e58732f4102acbe8f653a97530a15e942,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\1228743.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\1228743.cif
20813,mp-20813,Ba2MnReO6,-2.637856969043105,0,1,0,Ba-Mn-O-Re,Ba-Mn-O-Re,4,Mn,True,fa082dba490028e4b7f3904a35c7078cb57664f8bf4dc6ff192811632c99e2c9,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\20813.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\20813.cif
1519441,mp-1519441,BaSrMnWO6,-2.734499136793103,0,1,0,Ba-Mn-O-Sr-W,Ba-Mn-O-Sr-W,5,Mn,True,342f5365b927ede906d366209d99aecdec8cd0c2185335e37ec50ac37c615cab,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\1519441.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\1519441.cif
1222893,mp-1222893,LaMn2BiO6,-2.408960868586207,0,0,1,Bi-La-Mn-O,Bi-La-Mn-O,4,Mn,True,7b502372eadf297abc8bd8db47df435c792c7cbba75328958f302f2b3054d67a,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\1222893.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\1222893.cif
19485,mp-19485,Ba5Gd8Mn4O21,-1.820576539650635,0,0,1,Ba-Gd-Mn-O,Ba-Gd-Mn-O,4,Mn,True,9e1ce4812f039ef8aa8630e4304af7e3deafc039aa6133e2698f36f52fb1b0e9,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\19485.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\19485.cif
1517693,mp-1517693,BaDyMn4O12,-1.880689594632822,0,0,1,Ba-Dy-Mn-O,Ba-Dy-Mn-O,4,Mn,True,77a5e4f8d4eb18975a4df487a3866e2397e38733c0566dadde81c2f744c0c513,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\1517693.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\1517693.cif
1195634,mp-1195634,CsNa2Mn3P4ClO14,-2.573190837791133,1,0,0,Cl-Cs-Mn-Na-O-P,Cl-Cs-Mn-Na-O-P,6,Mn,True,1e9713c522eb43c6f95d5e7dddc9e8aab00faeadd16297bf890f6eda5eedc403,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\1195634.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\1195634.cif
1309882,mp-1309882,Ba2TaMnO6,-3.071425021026436,0,1,0,Ba-Mn-O-Ta,Ba-Mn-O-Ta,4,Mn,True,5f139c601d912bac23472b1486f9f522340c2e85d2033d78fb00cdcfc785bf2d,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\1309882.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\1309882.cif
774604,mp-774604,Li4Mn3Co3(WO8)2,-1.926887760968801,0,0,1,Co-Li-Mn-O-W,Co-Li-Mn-O-W,5,Mn,True,11cfcd2dde0bf6b17e4e446c535eed31062a150a1d465baf1c17aaf3583d8465,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\774604.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\774604.cif
1519764,mp-1519764,CaDyMnSnO6,-2.3435437824597702,0,0,1,Ca-Dy-Mn-O-Sn,Ca-Dy-Mn-O-Sn,5,Mn,True,37e19a5c543192f05f2815db004f4314ddbb3335b0768d6229593e02887ae51a,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\1519764.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\1519764.cif
1227919,mp-1227919,BaLaPrMn3O9,-2.794527041697319,0,1,0,Ba-La-Mn-O-Pr,Ba-La-Mn-O-Pr,5,Mn,True,bd12ec5f080f4e364902ceb3e3ef004ea9c6b0b96427ecaf95cd3930dba89d4f,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\1227919.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\1227919.cif
694988,mp-694988,Na3Ca10Mn7V12O48,-2.70888458937069,0,1,0,Ca-Mn-Na-O-V,Ca-Mn-Na-O-V,5,Mn,True,9b5481aa2e84bda883a0dd8dd51b955cba42da9fb41eff4e2e772f3647d93933,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\694988.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\694988.cif
770761,mp-770761,Li2MnCSO7,-2.118428242310225,0,0,1,C-Li-Mn-O-S,C-Li-Mn-O-S,5,Mn,True,078e867ab7834acebf6e90f1b571ff18e7d1992342d492b447884052e2ad79ce,D:\CGCNN\Mn_MultinaryOxide_GeneratorFree_Pool_2000_20260527\770761.cif,D:\CGCNN\MP_Formation_Full_CGCNN_20260524\770761.cif
