candidate_id,cif_path,cif_exists,cif_sha256,formula,reduced_formula,m_element,chemical_group,alignn_formation_energy_eV_atom,alignn_uncertainty_eV_atom,uncertainty_eV_atom,uncertainty_source,second_model_energy_eV_atom,second_model_uncertainty_eV_atom,absolute_model_disagreement_eV_atom,second_model_interval_hit_score,second_model_rank,target_label,alignn_u,alignn_position_class,alignn_is_edge,alignn_is_core_middle,gate_rank,gate_round,greedy_rank,greedy_round,structure_fingerprint_sha256,structure_fingerprint_definition,structure_matcher_cluster,structure_matcher_cluster_size,fingerprint_cluster,fingerprint_cluster_size,fingerprint_cluster_kind,nearest_pool_candidate_id,nearest_pool_fingerprint_distance,nearest_historical_dft_candidate_id,nearest_historical_dft_fingerprint_distance,previous_dft_nearby_status,generator_source,generator_outer_member,generator_inner_member,generator_source_verified,historical_dft_candidate,correction_available,correction_sample_n,correction_median_delta_eV_atom,corrected_score_eV_atom,distance_to_target_eV_atom,corrected_center_distance_eV_atom,corrected_in_target_interval,corrected_u,corrected_position_class,corrected_is_edge,corrected_is_core_middle,corrected_rank,space_group_number,space_group_symbol,min_interatomic_distance,volume_per_atom
job_045_Al_fe_-1.313_n4_generated_crystals_cif__gen_1,D:\CGCNN_Formation_Energy_AL_Archive\experiments\reproducibility\staging\paired_confirmation_server_20260712\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_FLAT_20260617\job_045_Al_fe_-1.313_n4_generated_crystals_cif__gen_1.cif,True,3d02d582cbe412131eae2971f23521c1eea5aec3dae62ee2557f2e25a88409eb,Li1 Al2 O4,LiAl2O4,Al,LiAl2O4,-2.945271492,,0.511357867046,saved CGCNN MC-dropout sigma; candidate-level ALIGNN uncertainty not available,-2.54667615891,0.511357867046,0.398595333099,0.085152094604,278,0,-4.78294682503,A,True,False,394,25,334,21,18aaae83c3d807cf53dff00ce45f9d68cdbe24267b59ae2ed5a697bba2456b4d,"Li/M/O role-RDF: six unordered pairs, 0-6 A in 0.2-A bins; scale-free sorted lattice lengths, angles, and normalized volume",SM_Al_007,1,FP_SINGLETON_026,1,hdbscan_noise_singleton,job_157_Ni_fe_-1.031_n4_generated_crystals_cif__gen_1,1.19683079647,job_086_Mn_fe_-0.988_n4_generated_crystals_cif__gen_2,1.33837550332,no_shared_cluster,D:\User\leoluis0705\Documents\xwechat_files\wxid_bbzc35ridmlc22_e97b\msg\file\2026-04\initial_1000_raw_generations.zip::raw_generations/job_045_Al_fe_-1.313_n4/generated_crystals_cif.zip::gen_1.cif,raw_generations/job_045_Al_fe_-1.313_n4/generated_crystals_cif.zip,gen_1.cif,True,False,False,0,0,-2.945271492,0.765271492004,0.845271492004,False,-4.78294682503,A,True,False,382,1,P1,1.83446,8.97666
job_045_Al_fe_-1.313_n4_generated_crystals_cif__gen_3,D:\CGCNN_Formation_Energy_AL_Archive\experiments\reproducibility\staging\paired_confirmation_server_20260712\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_FLAT_20260617\job_045_Al_fe_-1.313_n4_generated_crystals_cif__gen_3.cif,True,30265728ea261a4da4c832c63be09d6c6d06ecca49c61f3cb6ffc98d202bb09b,Li1 Al2 O4,LiAl2O4,Al,LiAl2O4,-3.03607296944,,0.456932621878,saved CGCNN MC-dropout sigma; candidate-level ALIGNN uncertainty not available,-2.56718611717,0.456932621878,0.468886852264,0.0828455363704,286,0,-5.35045605898,A,True,False,337,22,452,29,76d9e199c7ffb6be92c8dcdcefa7a8a1b104be07a18d624c84eba0bc3a46c8ec,"Li/M/O role-RDF: six unordered pairs, 0-6 A in 0.2-A bins; scale-free sorted lattice lengths, angles, and normalized volume",SM_Al_008,2,FP_SINGLETON_027,1,hdbscan_noise_singleton,job_096_Al_fe_-0.803_n4_generated_crystals_cif__gen_3,0.838613778934,job_120_Cr_fe_-1.424_n4_generated_crystals_cif__gen_1,1.24058140755,no_shared_cluster,D:\User\leoluis0705\Documents\xwechat_files\wxid_bbzc35ridmlc22_e97b\msg\file\2026-04\initial_1000_raw_generations.zip::raw_generations/job_045_Al_fe_-1.313_n4/generated_crystals_cif.zip::gen_3.cif,raw_generations/job_045_Al_fe_-1.313_n4/generated_crystals_cif.zip,gen_3.cif,True,False,False,0,0,-3.03607296944,0.856072969437,0.936072969437,False,-5.35045605898,A,True,False,387,1,P1,1.811898,8.963556
job_046_Ni_fe_-0.861_n4_generated_crystals_cif__gen_0,D:\CGCNN_Formation_Energy_AL_Archive\experiments\reproducibility\staging\paired_confirmation_server_20260712\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_FLAT_20260617\job_046_Ni_fe_-0.861_n4_generated_crystals_cif__gen_0.cif,True,27630403cda22ecfc5b265f525be6e6f3777e9927a30fc5eb0868ba2ab541791,Li1 Ni2 O4,Li(NiO2)2,Ni,Li(NiO2)2,-0.996615290642,,0.526382789975,saved CGCNN MC-dropout sigma; candidate-level ALIGNN uncertainty not available,-1.41903448105,0.526382789975,0.422419190407,0.052653992732,449,0,7.39615443349,F,True,False,434,28,529,34,faa1293fb48b38a8017cef75b5357841918a513b428fc2d6fd9cb3dd58a154fc,"Li/M/O role-RDF: six unordered pairs, 0-6 A in 0.2-A bins; scale-free sorted lattice lengths, angles, and normalized volume",SM_Ni_006,7,FP_041,12,recurring_density_cluster,job_161_Co_fe_-0.850_n4_generated_crystals_cif__gen_2,0.454773349777,job_204_Cr_fe_-0.932_n4_generated_crystals_cif__gen_3,0.827828769701,no_shared_cluster,D:\User\leoluis0705\Documents\xwechat_files\wxid_bbzc35ridmlc22_e97b\msg\file\2026-04\initial_1000_raw_generations.zip::raw_generations/job_046_Ni_fe_-0.861_n4/generated_crystals_cif.zip::gen_0.cif,raw_generations/job_046_Ni_fe_-0.861_n4/generated_crystals_cif.zip,gen_0.cif,True,False,False,0,0,-0.996615290642,1.02338470936,1.10338470936,False,7.39615443349,F,True,False,567,44,Imm2,1.885633,9.679437
job_046_Ni_fe_-0.861_n4_generated_crystals_cif__gen_1,D:\CGCNN_Formation_Energy_AL_Archive\experiments\reproducibility\staging\paired_confirmation_server_20260712\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_FLAT_20260617\job_046_Ni_fe_-0.861_n4_generated_crystals_cif__gen_1.cif,True,61aa96a7b6e13135b49822c2a88b1ae93e08c14faf0a372a27742ae165011f09,Li1 Ni2 O4,Li(NiO2)2,Ni,Li(NiO2)2,-1.05685734749,,0.467426401161,saved CGCNN MC-dropout sigma; candidate-level ALIGNN uncertainty not available,-1.4592962265,0.467426401161,0.402438879013,0.0536016595347,443,0,7.0196415782,F,True,False,537,34,432,27,ca475eca0326d3517b75fa901244ef0f3b28536d22e85c493e9c7c47b55256ed,"Li/M/O role-RDF: six unordered pairs, 0-6 A in 0.2-A bins; scale-free sorted lattice lengths, angles, and normalized volume",SM_Ni_007,2,FP_SINGLETON_028,1,hdbscan_noise_singleton,job_091_Ni_fe_-1.314_n4_generated_crystals_cif__gen_3,0.317807079474,job_148_Mn_fe_-0.904_n4_generated_crystals_cif__gen_2,1.38997255095,no_shared_cluster,D:\User\leoluis0705\Documents\xwechat_files\wxid_bbzc35ridmlc22_e97b\msg\file\2026-04\initial_1000_raw_generations.zip::raw_generations/job_046_Ni_fe_-0.861_n4/generated_crystals_cif.zip::gen_1.cif,raw_generations/job_046_Ni_fe_-0.861_n4/generated_crystals_cif.zip,gen_1.cif,True,False,False,0,0,-1.05685734749,0.963142652512,1.04314265251,False,7.0196415782,F,True,False,446,10,P2/m,1.866187,9.936405
job_046_Ni_fe_-0.861_n4_generated_crystals_cif__gen_2,D:\CGCNN_Formation_Energy_AL_Archive\experiments\reproducibility\staging\paired_confirmation_server_20260712\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_FLAT_20260617\job_046_Ni_fe_-0.861_n4_generated_crystals_cif__gen_2.cif,True,b512fac8811ad3d4c130aec8845c0086f1aeb8d42d00a9ee0b5993198436725a,Li1 Ni2 O4,Li(NiO2)2,Ni,Li(NiO2)2,-1.06947350502,,0.501283727384,saved CGCNN MC-dropout sigma; candidate-level ALIGNN uncertainty not available,-1.43178117275,0.501283727384,0.362307667732,0.0525424735944,450,0,6.94079059362,F,True,False,317,20,251,16,f4b1f3f5abb07d7f5ba52f4c75f988ea780be29b4c9e967c04c0d8fefc7bfaa9,"Li/M/O role-RDF: six unordered pairs, 0-6 A in 0.2-A bins; scale-free sorted lattice lengths, angles, and normalized volume",SM_Ni_003,30,FP_024,8,recurring_density_cluster,job_041_Ni_fe_-1.021_n4_generated_crystals_cif__gen_0,0.0761609328292,job_136_Cr_fe_-1.181_n4_generated_crystals_cif__gen_0,0.628294031288,no_shared_cluster,D:\User\leoluis0705\Documents\xwechat_files\wxid_bbzc35ridmlc22_e97b\msg\file\2026-04\initial_1000_raw_generations.zip::raw_generations/job_046_Ni_fe_-0.861_n4/generated_crystals_cif.zip::gen_2.cif,raw_generations/job_046_Ni_fe_-0.861_n4/generated_crystals_cif.zip,gen_2.cif,True,False,False,0,0,-1.06947350502,0.95052649498,1.03052649498,False,6.94079059362,F,True,False,422,1,P1,1.867345,10.013699
job_046_Ni_fe_-0.861_n4_generated_crystals_cif__gen_3,D:\CGCNN_Formation_Energy_AL_Archive\experiments\reproducibility\staging\paired_confirmation_server_20260712\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_FLAT_20260617\job_046_Ni_fe_-0.861_n4_generated_crystals_cif__gen_3.cif,True,148b8c17fd0144628f0ed9efa8e9a77c53162746ecf4e4bf6a579aea90b1c1ca,Li1 Ni2 O4,Li(NiO2)2,Ni,Li(NiO2)2,-1.06097018719,,0.500533547117,saved CGCNN MC-dropout sigma; candidate-level ALIGNN uncertainty not available,-1.44068920612,0.500533547117,0.379719018936,0.0537255054652,442,0,6.99393633008,F,True,False,582,37,478,30,e7d1a4fde40291c62e51f4d3bc681b88aab02a4f388dc6bafd81b17df1ea5646,"Li/M/O role-RDF: six unordered pairs, 0-6 A in 0.2-A bins; scale-free sorted lattice lengths, angles, and normalized volume",SM_Ni_003,30,FP_SINGLETON_029,1,hdbscan_noise_singleton,job_099_Ni_fe_-1.343_n4_generated_crystals_cif__gen_1,0.301080029567,job_136_Cr_fe_-1.181_n4_generated_crystals_cif__gen_0,0.631489940299,no_shared_cluster,D:\User\leoluis0705\Documents\xwechat_files\wxid_bbzc35ridmlc22_e97b\msg\file\2026-04\initial_1000_raw_generations.zip::raw_generations/job_046_Ni_fe_-0.861_n4/generated_crystals_cif.zip::gen_3.cif,raw_generations/job_046_Ni_fe_-0.861_n4/generated_crystals_cif.zip,gen_3.cif,True,False,False,0,0,-1.06097018719,0.959029812813,1.03902981281,False,6.99393633008,F,True,False,441,1,P1,1.877028,9.975964
job_047_Mg_fe_-0.887_n4_generated_crystals_cif__gen_3,D:\CGCNN_Formation_Energy_AL_Archive\experiments\reproducibility\staging\paired_confirmation_server_20260712\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_FLAT_20260617\job_047_Mg_fe_-0.887_n4_generated_crystals_cif__gen_3.cif,True,005e5dbea05af585725d0da3dae14cd1085d4fd3bc4fb2e3f0e32d3b67b130f1,Li1 Mg2 O4,LiMg2O4,Mg,LiMg2O4,-2.19157314301,,0.47645541223,saved CGCNN MC-dropout sigma; candidate-level ALIGNN uncertainty not available,-3.06726026535,0.47645541223,0.875687122345,0.0173130031543,518,0,-0.0723321437836,A,True,False,259,17,294,19,97dd129255aeb1eadc155c54295342c0500b5b47d5aa5e168557916d28e6b467,"Li/M/O role-RDF: six unordered pairs, 0-6 A in 0.2-A bins; scale-free sorted lattice lengths, angles, and normalized volume",SM_Mg_004,15,FP_035,6,recurring_density_cluster,job_076_Mg_fe_-1.074_n4_generated_crystals_cif__gen_0,0.256971544952,job_011_Mg_fe_-1.305_n4_generated_crystals_cif__gen_0,0.802203946164,same_structurematcher_cluster,D:\User\leoluis0705\Documents\xwechat_files\wxid_bbzc35ridmlc22_e97b\msg\file\2026-04\initial_1000_raw_generations.zip::raw_generations/job_047_Mg_fe_-0.887_n4/generated_crystals_cif.zip::gen_3.cif,raw_generations/job_047_Mg_fe_-0.887_n4/generated_crystals_cif.zip,gen_3.cif,True,False,True,2,0.651052398728,-1.54052074428,0.479479255723,0.559479255723,False,3.99674534827,F,True,False,256,1,P1,2.033782,11.063602
job_048_Co_fe_-1.351_n4_generated_crystals_cif__gen_0,D:\CGCNN_Formation_Energy_AL_Archive\experiments\reproducibility\staging\paired_confirmation_server_20260712\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_FLAT_20260617\job_048_Co_fe_-1.351_n4_generated_crystals_cif__gen_0.cif,True,ea9a7e3d8a893cd87f3396d1da218fb966c30afc00a5fd9ca0a5857abac31bb7,Li1 Co2 O4,Li(CoO2)2,Co,Li(CoO2)2,-1.39241564274,,0.622351317675,saved CGCNN MC-dropout sigma; candidate-level ALIGNN uncertainty not available,-1.60267996788,0.622351317675,0.210264325142,0.074456102071,317,0,4.92240223289,F,True,False,498,32,422,27,a13b4e6781f40056604bfdd54367c6f72127ee9b3fffff22f84c3aca01db2a2b,"Li/M/O role-RDF: six unordered pairs, 0-6 A in 0.2-A bins; scale-free sorted lattice lengths, angles, and normalized volume",SM_Co_008,1,FP_SINGLETON_030,1,hdbscan_noise_singleton,job_123_Ni_fe_-1.305_n4_generated_crystals_cif__gen_0,0.662673504389,job_249_Cr_fe_-1.500_n4_generated_crystals_cif__gen_1,0.759344284898,no_shared_cluster,D:\User\leoluis0705\Documents\xwechat_files\wxid_bbzc35ridmlc22_e97b\msg\file\2026-04\initial_1000_raw_generations.zip::raw_generations/job_048_Co_fe_-1.351_n4/generated_crystals_cif.zip::gen_0.cif,raw_generations/job_048_Co_fe_-1.351_n4/generated_crystals_cif.zip,gen_0.cif,True,False,False,0,0,-1.39241564274,0.627584357262,0.707584357262,False,4.92240223289,F,True,False,353,8,Cm,1.888195,9.964427
job_048_Co_fe_-1.351_n4_generated_crystals_cif__gen_1,D:\CGCNN_Formation_Energy_AL_Archive\experiments\reproducibility\staging\paired_confirmation_server_20260712\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_FLAT_20260617\job_048_Co_fe_-1.351_n4_generated_crystals_cif__gen_1.cif,True,5e54c66bd7517a21394c947ae96cd32cb06f5c9195f70ed223a50d7df1eb4fd2,Li1 Co2 O4,Li(CoO2)2,Co,Li(CoO2)2,-1.50661051273,,0.716263715224,saved CGCNN MC-dropout sigma; candidate-level ALIGNN uncertainty not available,-1.51830053329,0.716263715224,0.0116900205612,0.0640366500368,388,0,4.20868429542,F,True,False,392,25,375,24,18e5a431d9efafde4d1a4758f0f21af5ef0435627f0c4f9eaaa229b7bd76c59e,"Li/M/O role-RDF: six unordered pairs, 0-6 A in 0.2-A bins; scale-free sorted lattice lengths, angles, and normalized volume",SM_Co_004,18,FP_SINGLETON_031,1,hdbscan_noise_singleton,job_032_Co_fe_-1.386_n4_generated_crystals_cif__gen_0,0.293946862175,job_136_Cr_fe_-1.181_n4_generated_crystals_cif__gen_0,0.721388795089,no_shared_cluster,D:\User\leoluis0705\Documents\xwechat_files\wxid_bbzc35ridmlc22_e97b\msg\file\2026-04\initial_1000_raw_generations.zip::raw_generations/job_048_Co_fe_-1.351_n4/generated_crystals_cif.zip::gen_1.cif,raw_generations/job_048_Co_fe_-1.351_n4/generated_crystals_cif.zip,gen_1.cif,True,False,False,0,0,-1.50661051273,0.513389487267,0.593389487267,False,4.20868429542,F,True,False,283,10,P2/m,1.901925,9.783259
job_048_Co_fe_-1.351_n4_generated_crystals_cif__gen_3,D:\CGCNN_Formation_Energy_AL_Archive\experiments\reproducibility\staging\paired_confirmation_server_20260712\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_FLAT_20260617\job_048_Co_fe_-1.351_n4_generated_crystals_cif__gen_3.cif,True,326e0b1b167459312e7a7b7090ec00f53049610f3f96b0391f04c4f8002094fc,Li1 Co2 O4,Li(CoO2)2,Co,Li(CoO2)2,-1.35792398453,,0.453245058803,saved CGCNN MC-dropout sigma; candidate-level ALIGNN uncertainty not available,-1.65357470512,0.453245058803,0.295650720596,0.086688457071,270,0,5.1379750967,F,True,False,552,35,429,27,5c91dbd4afb7afba1d4c819f7369db42b9e6271ac4dde9da3e9df298f4e7da79,"Li/M/O role-RDF: six unordered pairs, 0-6 A in 0.2-A bins; scale-free sorted lattice lengths, angles, and normalized volume",SM_Co_009,1,FP_SINGLETON_032,1,hdbscan_noise_singleton,job_184_Co_fe_-1.469_n4_generated_crystals_cif__gen_0,0.930133778757,job_006_Mn_fe_-1.347_n4_generated_crystals_cif__gen_1,1.33307445833,no_shared_cluster,D:\User\leoluis0705\Documents\xwechat_files\wxid_bbzc35ridmlc22_e97b\msg\file\2026-04\initial_1000_raw_generations.zip::raw_generations/job_048_Co_fe_-1.351_n4/generated_crystals_cif.zip::gen_3.cif,raw_generations/job_048_Co_fe_-1.351_n4/generated_crystals_cif.zip,gen_3.cif,True,False,False,0,0,-1.35792398453,0.662076015472,0.742076015472,False,5.1379750967,F,True,False,360,1,P1,1.772957,10.19688
job_049_Al_fe_-1.223_n4_generated_crystals_cif__gen_1,D:\CGCNN_Formation_Energy_AL_Archive\experiments\reproducibility\staging\paired_confirmation_server_20260712\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_FLAT_20260617\job_049_Al_fe_-1.223_n4_generated_crystals_cif__gen_1.cif,True,e5c0a3ff70fa8d3d5fcb3fc1c5145aff7be7f314d8f4e5a562bbe8b76b279edd,Li1 Al2 O4,LiAl2O4,Al,LiAl2O4,-3.15907359123,,0.462871860172,saved CGCNN MC-dropout sigma; candidate-level ALIGNN uncertainty not available,-2.56418085098,0.462871860172,0.59489274025,0.0834061104082,284,0,-6.1192099452,A,True,False,343,22,335,21,5c7fa9a359d1a70b4890eb43e94935683db60d8bab7dcfd8330810b50174eaea,"Li/M/O role-RDF: six unordered pairs, 0-6 A in 0.2-A bins; scale-free sorted lattice lengths, angles, and normalized volume",SM_Al_004,8,FP_015,5,recurring_density_cluster,job_010_Al_fe_-1.346_n4_generated_crystals_cif__gen_3,0.189591027174,job_148_Mn_fe_-0.904_n4_generated_crystals_cif__gen_2,1.06011764947,no_shared_cluster,D:\User\leoluis0705\Documents\xwechat_files\wxid_bbzc35ridmlc22_e97b\msg\file\2026-04\initial_1000_raw_generations.zip::raw_generations/job_049_Al_fe_-1.223_n4/generated_crystals_cif.zip::gen_1.cif,raw_generations/job_049_Al_fe_-1.223_n4/generated_crystals_cif.zip,gen_1.cif,True,False,False,0,0,-3.15907359123,0.979073591232,1.05907359123,False,-6.1192099452,A,True,False,481,8,Cm,1.871967,9.794719
job_049_Al_fe_-1.223_n4_generated_crystals_cif__gen_2,D:\CGCNN_Formation_Energy_AL_Archive\experiments\reproducibility\staging\paired_confirmation_server_20260712\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_FLAT_20260617\job_049_Al_fe_-1.223_n4_generated_crystals_cif__gen_2.cif,True,b1fd0febb46d2e97f2959322a52d025103e9cc65ebda99a7b2be66491ede94dd,Li1 Al2 O4,LiAl2O4,Al,LiAl2O4,-2.90875697136,,0.486402922636,saved CGCNN MC-dropout sigma; candidate-level ALIGNN uncertainty not available,-2.49513149261,0.486402922636,0.413625478745,0.0942033625641,245,0,-4.554731071,A,True,False,503,32,260,17,ce2b841f5005de63892a3b231e2c829d9ed84c1f2604d6bd3165a8152a883d9a,"Li/M/O role-RDF: six unordered pairs, 0-6 A in 0.2-A bins; scale-free sorted lattice lengths, angles, and normalized volume",SM_Al_009,1,FP_049,5,recurring_density_cluster,job_150_Ti_fe_-0.897_n4_generated_crystals_cif__gen_1,0.95368538527,job_006_Mn_fe_-1.347_n4_generated_crystals_cif__gen_1,1.24895574855,no_shared_cluster,D:\User\leoluis0705\Documents\xwechat_files\wxid_bbzc35ridmlc22_e97b\msg\file\2026-04\initial_1000_raw_generations.zip::raw_generations/job_049_Al_fe_-1.223_n4/generated_crystals_cif.zip::gen_2.cif,raw_generations/job_049_Al_fe_-1.223_n4/generated_crystals_cif.zip,gen_2.cif,True,False,False,0,0,-2.90875697136,0.728756971359,0.808756971359,False,-4.554731071,A,True,False,378,8,Cm,1.721579,10.943508
job_049_Al_fe_-1.223_n4_generated_crystals_cif__gen_3,D:\CGCNN_Formation_Energy_AL_Archive\experiments\reproducibility\staging\paired_confirmation_server_20260712\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_FLAT_20260617\job_049_Al_fe_-1.223_n4_generated_crystals_cif__gen_3.cif,True,2d91d286e37f264e7043a02f4522f6c8cf614d3bf598647b6108bd80f7c663da,Li1 Al2 O4,LiAl2O4,Al,LiAl2O4,-3.15935540199,,0.300141637266,saved CGCNN MC-dropout sigma; candidate-level ALIGNN uncertainty not available,-2.56729865074,0.300141637266,0.592056751251,0.0643420118868,387,0,-6.12097126245,A,True,False,483,31,443,28,97455328a9c1ff21072f47c89a5e4db71b61bc59105088b2b5cf57dccabdb24c,"Li/M/O role-RDF: six unordered pairs, 0-6 A in 0.2-A bins; scale-free sorted lattice lengths, angles, and normalized volume",SM_Al_004,8,FP_050,3,recurring_density_cluster,job_114_Al_fe_-1.252_n4_generated_crystals_cif__gen_1,0.366939869021,job_148_Mn_fe_-0.904_n4_generated_crystals_cif__gen_2,0.951321064357,no_shared_cluster,D:\User\leoluis0705\Documents\xwechat_files\wxid_bbzc35ridmlc22_e97b\msg\file\2026-04\initial_1000_raw_generations.zip::raw_generations/job_049_Al_fe_-1.223_n4/generated_crystals_cif.zip::gen_3.cif,raw_generations/job_049_Al_fe_-1.223_n4/generated_crystals_cif.zip,gen_3.cif,True,False,False,0,0,-3.15935540199,0.979355401993,1.05935540199,False,-6.12097126245,A,True,False,483,8,Cm,1.883189,10.061607
job_050_Ti_fe_-1.179_n4_generated_crystals_cif__gen_0,D:\CGCNN_Formation_Energy_AL_Archive\experiments\reproducibility\staging\paired_confirmation_server_20260712\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_FLAT_20260617\job_050_Ti_fe_-1.179_n4_generated_crystals_cif__gen_0.cif,True,2defca5937bff648a95810e012e328e17e566fdc517faf94542706e452424864,Li1 Ti2 O4,LiTi2O4,Ti,LiTi2O4,-3.18212342262,,0.516303781774,saved CGCNN MC-dropout sigma; candidate-level ALIGNN uncertainty not available,-3.34646368027,0.516303781774,0.164340257645,0.00683629246656,575,0,-6.26327139139,A,True,False,307,20,578,37,777be1def04e4db2f552af607184311dc611529abcadbe3ad814809d06db98a9,"Li/M/O role-RDF: six unordered pairs, 0-6 A in 0.2-A bins; scale-free sorted lattice lengths, angles, and normalized volume",SM_Ti_010,5,FP_051,6,recurring_density_cluster,job_097_Ti_fe_-1.239_n4_generated_crystals_cif__gen_0,0.0165119153859,job_120_Cr_fe_-1.424_n4_generated_crystals_cif__gen_1,0.9422007882,no_shared_cluster,D:\User\leoluis0705\Documents\xwechat_files\wxid_bbzc35ridmlc22_e97b\msg\file\2026-04\initial_1000_raw_generations.zip::raw_generations/job_050_Ti_fe_-1.179_n4/generated_crystals_cif.zip::gen_0.cif,raw_generations/job_050_Ti_fe_-1.179_n4/generated_crystals_cif.zip,gen_0.cif,True,False,False,0,0,-3.18212342262,1.00212342262,1.08212342262,False,-6.26327139139,A,True,False,539,5,C2,1.87795,9.48097
job_050_Ti_fe_-1.179_n4_generated_crystals_cif__gen_1,D:\CGCNN_Formation_Energy_AL_Archive\experiments\reproducibility\staging\paired_confirmation_server_20260712\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_FLAT_20260617\job_050_Ti_fe_-1.179_n4_generated_crystals_cif__gen_1.cif,True,df1d464ccb49a6016ddc294e4e01f5bc2d6c680aab2040c6c76c5eaee11e7b8f,Li1 Ti2 O4,LiTi2O4,Ti,LiTi2O4,-3.17777037621,,0.560045705547,saved CGCNN MC-dropout sigma; candidate-level ALIGNN uncertainty not available,-3.32536363602,0.560045705547,0.147593259811,0.0105397285662,543,0,-6.23606485128,A,True,False,431,27,573,36,e541872368a46e84d55bcb1c87a6638dd663a83e0d8256fb512ec72a76131ed5,"Li/M/O role-RDF: six unordered pairs, 0-6 A in 0.2-A bins; scale-free sorted lattice lengths, angles, and normalized volume",SM_Ti_010,5,FP_051,6,recurring_density_cluster,job_116_Ti_fe_-1.462_n4_generated_crystals_cif__gen_2,0.186335043451,job_120_Cr_fe_-1.424_n4_generated_crystals_cif__gen_1,0.935579795168,no_shared_cluster,D:\User\leoluis0705\Documents\xwechat_files\wxid_bbzc35ridmlc22_e97b\msg\file\2026-04\initial_1000_raw_generations.zip::raw_generations/job_050_Ti_fe_-1.179_n4/generated_crystals_cif.zip::gen_1.cif,raw_generations/job_050_Ti_fe_-1.179_n4/generated_crystals_cif.zip,gen_1.cif,True,False,False,0,0,-3.17777037621,0.997770376205,1.07777037621,False,-6.23606485128,A,True,False,531,8,Cm,1.859236,9.419903
job_050_Ti_fe_-1.179_n4_generated_crystals_cif__gen_2,D:\CGCNN_Formation_Energy_AL_Archive\experiments\reproducibility\staging\paired_confirmation_server_20260712\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_FLAT_20260617\job_050_Ti_fe_-1.179_n4_generated_crystals_cif__gen_2.cif,True,7b49580b3c46ed87827f730d18ca7f0b79af3a0a72f62dd01964cc1a9e387f09,Li1 Ti2 O4,LiTi2O4,Ti,LiTi2O4,-3.22079110146,,0.555421587005,saved CGCNN MC-dropout sigma; candidate-level ALIGNN uncertainty not available,-3.3457775116,0.555421587005,0.124986410141,0.00941878865037,552,0,-6.5049443841,A,True,False,617,39,602,38,e47cef88ff20b2b84db01d0ea3bcfac14ec462e1b71575d471ec03c0acc09feb,"Li/M/O role-RDF: six unordered pairs, 0-6 A in 0.2-A bins; scale-free sorted lattice lengths, angles, and normalized volume",SM_Ti_002,41,FP_038,19,recurring_density_cluster,job_174_Ti_fe_-1.427_n4_generated_crystals_cif__gen_0,0.285466545236,job_011_Mg_fe_-1.305_n4_generated_crystals_cif__gen_0,0.771096680339,no_shared_cluster,D:\User\leoluis0705\Documents\xwechat_files\wxid_bbzc35ridmlc22_e97b\msg\file\2026-04\initial_1000_raw_generations.zip::raw_generations/job_050_Ti_fe_-1.179_n4/generated_crystals_cif.zip::gen_2.cif,raw_generations/job_050_Ti_fe_-1.179_n4/generated_crystals_cif.zip,gen_2.cif,True,False,False,0,0,-3.22079110146,1.04079110146,1.12079110146,False,-6.5049443841,A,True,False,602,44,Imm2,1.956269,10.076864
